,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,additional_metadata,complete_mash_cluster,mlst,closest_genome_reference,closest_genome_taxonomy,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
158836.803,Enterobacter hormaechei strain RHBSTW-00492,158836,Complete,RHBSTW-00492,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148635,GCA_013740655.1,"CP056455,CP056456,CP056457,CP056458,CP056459",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,110.620907128384x,Unicycler v. v0.4.7,1,4,5,4981985,54.979008,4874,4696,Freshwater sample from downstream of wastewater treatment plant,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",3.0,168,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;hormaechei-hoffmannii-2
GCA_035847925.1,Enterobacter bugandensis H4,881260,Complete,H4,2024-01-18,PRJNA1060220,SAMN39216373,GCA_035847925.1,SAMN39216373,Shanghai Ocean University,OK,PacBio,,ASM3584792v1,1,0,1,4821486,56.0,,4438.0,hippocampus,2023-09-08,China,China,,,31.0,-1,GCF_900324475.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;bugandensis
158836.2024,Enterobacter hormaechei strain 70,158836,Complete,70,2022-09-04T00:00:00Z,PRJNA836696,SAMN28173982,GCA_024917775.1,"CP103494,CP103495,CP103496,CP103497,CP103498",University of Texas MD Anderson Cancer Center,,Oxford Nanopore GridION,163x,Flye v. 2.8.3-b1695,1,4,5,4918774,55.457375,4778,4627,blood,2019-12-07,USA,USA: Houston,Homo sapiens,collected_by:MDACC,12.0,106,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10;mobile-9;hormaechei-steigerwaltii-3
61645.92,Enterobacter asburiae strain ENIPBJ-CG1,61645,Complete,ENIPBJ-CG1,2016-04-08T00:00:00Z,PRJNA314550,SAMN04538166,GCA_001617645.1,CP014993,"Institute of Pathogen Biology,Chinese Academy Medical Sciences & Peking Union Medical College",Complete,Sanger dideoxy sequencing; IonTorrent;,missing,Newbler v. v2.8,,,1,4648696,55.76,4794,4725,,2014-07-03,China,China:Beijing,"Human, Homo sapiens",,25.0,-1,GCF_002208095.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae_M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-2
GCA_032202365.1,Enterobacter hormaechei Ehh_12,158836,Complete,Ehh_12,2023-08-21,PRJNA976530,SAMN35394395,GCA_032202365.1,SAMN35394395,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3220236v1,1,2,3,5190564,55.0,,4850.0,lower respiratory tract,2020-06-17,Switzerland,Switzerland,Homo sapiens,,12.0,110,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-3
GCA_030847905.1,Enterobacter hormaechei 22KM1969,158836,Complete,22KM1969,2023-08-21,PRJNA976530,SAMN35394415,GCA_030847905.1,SAMN35394415,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3084790v1,1,3,4,5024157,55.0,,4761.0,urine,2022-08-16,Switzerland,Switzerland,Cat,,5.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-2;mobile-3;mobile-5;hormaechei-xiangfangensis-1
GCA_043965205.1,Enterobacter hormaechei subsp. xiangfangensis ECC-257,1296536,Complete,ECC-257,2024-10-28,PRJNA1067818,SAMN39551861,GCA_043965205.1,SAMN39551861,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4396520v1,1,3,4,5229195,55.5,,4876.0,sputum,2022-11-01,Taiwan,Taiwan,Homo sapiens,,11.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;hormaechei-steigerwaltii-4
GCA_051617875.1,Enterobacter hormaechei CPO413,158836,Complete,CPO413,2025-07-30,PRJNA1287288,SAMN49815536,GCA_051617875.1,SAMN49815536,Monash University,OK,Oxford Nanopore MinION,,ASM5161787v1,1,3,4,5421614,54.5,,5124.0,urine,2020-07-07,Australia,Australia:Melbourne,Homo sapiens,,10.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-9;hormaechei-steigerwaltii-3
2497875.6,Enterobacter chuandaensis strain Colony355,2497875,Complete,Colony355,2021-07-29T00:00:00Z,PRJNA668870,SAMN17833483,GCA_019394435.1,CP080037,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,82.155x,idba_ud v. V1.1.3,1,0,1,4748641,56.622086,4260,,food,,Thailand,Thailand: Songkhla,,"collected_by:Department of Disease Control, Ministry of Public Health",29.0,1900,GCF_003594915.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter chuandaensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GCA_043967515.1,Enterobacter hormaechei subsp. xiangfangensis ECC-182,1296536,Complete,ECC-182,2024-10-28,PRJNA1067818,SAMN39551850,GCA_043967515.1,SAMN39551850,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4396751v1,1,2,3,4775685,55.5,,4436.0,other,2022-09-22,Taiwan,Taiwan,Homo sapiens,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-10;mobile-5;hormaechei-xiangfangensis-3
550.155,Enterobacter cloacae 34399,550,Complete,34399,2015-01-05T00:00:00Z,PRJNA259658,SAMN03067418,GCA_000814225.1,"CP010384.1,CP010386.1,CP010387.1,CP010385.1",JCVI,Complete,Pacbio RS,9.35x,HGAP v. 3,1,3,4,5056146,55.1,4706,4670,Excreted bodily substance,2011,USA,Illinois,"Human, Homo sapiens",,5.0,114,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-2;mobile-9;hormaechei-xiangfangensis-1
550.1145,Enterobacter cloacae strain AR_0136,550,Complete,AR_0136,2017-06-20T00:00:00Z,PRJNA292902,SAMN04014977,GCA_002204775.1,"CP021902,CP021900,CP021901",Centers for Disease Control and Prevention,Complete,PacBio RSII,91x,canu v. 1.3,1,2,3,5040412,55.02,5019,4885,,,,,,,6.0,171,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,mobile-6;mobile-9;hormaechei-xiangfangensis-2
61645.296,Enterobacter asburiae strain A2563,61645,Complete,A2563,2020-02-06T00:00:00Z,PRJDB9129,SAMD00197875,GCA_011396735.1,AP022628,"Microbiology, Juntendo University School of Medicine",Complete,MiSeq; MinION,1.00x,Unicycler v. 0.4.4,1,0,1,4808368,55.76942,4614,4527,,2018,Japan,Japan:Saitama,"Human, Homo sapiens",,21.0,484,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;asburiae-1
1296536.38,Enterobacter xiangfangensis strain Pb204,1296536,Complete,Pb204,2018-06-19T00:00:00Z,PRJNA475446,SAMN09389154,GCA_003254805.1,"CP030007,CP030008,CP030009",University of the Witwatersrand,Complete,Illumina HiSeq,389.0x,SPAdes v. 3.9.0,1,2,3,4963709,55.341297,4855,4769,acid mine decant and tailings from uranium mine,2014-01,South Africa,"South Africa: West Rand, Gauteng",,sample_type:Whole organism;biomaterial_provider:Kulsum Kondiah;collected_by:Kulsum Kondiah,11.0,133,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-9;hormaechei-steigerwaltii-4
GCA_042762715.1,Enterobacter hormaechei EHA64,158836,Complete,EHA64,2024-10-08,PRJNA865392,SAMN30120906,GCA_042762715.1,SAMN30120906,Second Affiliated Hospital of Naval Medical University,OK,DNBSEQ(PE150); Oxford Nanopore PromethION,,CZH_Ehorm_1.0,1,1,2,4628426,55.5,,4231.0,human pancreatic cancer tissue,2021-06-17,China,China:Shanghai,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-3
GCA_051089665.1,Enterobacter hormaechei subsp. xiangfangensis NY5744,1296536,Complete,NY5744,2025-06-26,PRJNA1190584,SAMN45049799,GCA_051089665.1,SAMN45049799,Academy of Military Medical Science,OK,PacBio RSII,,ASM5108966v1,1,2,3,4959397,55.0,,4605.0,urine,2019,China,China: Hunan,Homo sapiens,,1.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2;mobile-6;hormaechei-hoffmannii-1
550.3974,Enterobacter cloacae 49483,550,Complete,49483,2022-10-30T00:00:00Z,PRJNA884522,SAMN31029875,GCA_025908375.1,"CP109679,CP109680",,Complete,Oxford Nanopore PromethION,100X,Flye v. v2.8.3; Minimap2 v. v.2.17; Racon,1,1,2,4917639,55.638184,4746,4612,blood,2019-02-05,Taiwan,Taiwan,Homo sapiens,collected_by:Yuan's General hospital,22.0,25,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-9;asburiae-1
1812935.86,Enterobacter roggenkampii strain RHBSTW-00925,1812935,Complete,RHBSTW-00925,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148745,GCA_013725995.1,"CP056129,CP056130,CP056131",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,70.5689944181657x,Unicycler v. v0.4.7,1,2,3,4990295,55.719913,4839,4692,Freshwater sample from upstream of wastewater treatment plant,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",15.0,1059,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7;roggenkampii
158836.1570,Enterobacter hormaechei Eho-8,158836,Complete,Eho-8,2022-02-07T00:00:00Z,PRJNA599404,SAMN13747514,GCA_022023915.1,"CP066101,CP066102,CP066103,CP066104,CP066105,CP066106,CP066107",,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,6,7,5064196,54.726673,4993,4765,Dialysis fluid,2015-06-02,Canada,Canada:Ontario,,collected_by:Public Health Ontario,8.0,269,GCF_001875655.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mobile-1;hormaechei-hormaechei
2923088.5,Enterobacter sp. JH25,2923088,Complete,JH25,2022-07-22T00:00:00Z,PRJNA798785,SAMN25126227,,"CP091319,CP091320,CP091321,CP091322,CP091323,CP091324,CP091325",,,Oxford Nanopore,200.0x,Unicycler v. 0.4.9,1,6,7,5250246,54.627747,5117,,urine,2018-11-11,China,China:Jinhua,Homo sapiens,sample_type:cell bacteria,1.0,78,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-2;hormaechei-hoffmannii-1
GCA_039727605.1,Enterobacter roggenkampii L3897,1812935,Complete,L3897,2024-05-21,PRJNA1110810,SAMN41378131,GCA_039727605.1,SAMN41378131,"The First Affiliated Hospital, School of Medicine, Zhejiang University",OK,PacBio,,ASM3972760v1,1,1,2,4897636,56.0,,4587.0,stool,2021-06-24,China,China: Hangzhou,Homo sapiens,,17.0,-1,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-6;roggenkampii
GCA_050245015.1,Enterobacter hormaechei A28439,158836,Complete,A28439,2025-05-07,PRJNA1136676,SAMN42539270,GCA_050245015.1,SAMN42539270,University Hospital Muenster,OK,PacBio Sequel,,ASM5024501v1,1,1,2,4720388,55.5,,4270.0,not collected,2022,Germany,Germany,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-steigerwaltii-3
1812935.98,Enterobacter roggenkampii strain Ecl_20_981,1812935,Complete,Ecl_20_981,2020-09-11T00:00:00Z,PRJNA602106,SAMN13881485,GCA_014524505.1,"CP048650,CP048651,CP048652,CP048653",The First Affiliated Hospital of Southern University of Science and Technology,Complete,Illumina oxford nanopore,400*x,Unicycler v. 0.4.8,1,3,4,5250962,55.529026,5161,4947,Medical waste water,2019-10-08,China,China: Shenzhen,,collected_by:Chuqiu Zhang,17.0,595,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-7;roggenkampii
158836.1045,Enterobacter hormaechei strain CM18-242-2,158836,Complete,CM18-242-2,2021-01-28T00:00:00Z,PRJNA613546,SAMN14449833,GCA_016767755.1,"CP050506,CP050507",University of Melbourne,Complete,Illumina HiSeq; Oxford Nanopore MiniION,102.0x,Unicycler v. v0.4.7,1,1,2,4978047,55.049118,4787,4607,swab from a follow-up assessment of the tap handles and sink edges after a first disinfection attempt,2018-04-04,Australia,Australia:Victoria,,sample_type:Whole organism,12.0,110,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-9;hormaechei-steigerwaltii-3
550.2453,Enterobacter cloacae strain 4928STDY7071152,550,Complete,4928STDY7071152,2019-07-09T00:00:00Z,PRJEB22252,SAMEA104567276,GCA_902166485.1,LR607340,SC,Complete,,,,1,,1,4975856,55.452244,4762,,faecal,2018,United Kingdom,United Kingdom,"Human, Homo sapiens",,12.0,1015,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;mobile-9
158836.2514,Enterobacter hormaechei EHX_PAT_001,158836,Complete,EHX_PAT_001,2023-06-22T00:00:00Z,PRJNA882063,SAMN30926396,,"CP106894,CP106895,CP106896,CP106897",,,Oxford Nanopore MinION; Illumina MiSeq,635x,Unicycler v. v0.4.8,1,3,4,5149615,54.82268,5082,4899,Patient,2018-01-01,Israel,Israel,,,7.0,136,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-1;mobile-5;hormaechei-xiangfangensis-3
GCA_042434935.1,Enterobacter sichuanensis B36,2071710,Complete,B36,2024-09-29,PRJNA1151271,SAMN43309383,GCA_042434935.1,SAMN43309383,"Institute of Zoology, CAS",OK,PacBio SMRT Technology,,ASM4243493v1,1,0,1,4936296,55.5,,4594.0,mindgut,2019-08-24,China,"China: Wenchang city, Hainan province",Aedes albopictus,,14.0,-1,GCF_002939185.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sichuanensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GCA_030848345.1,Enterobacter hormaechei Ehh_25,158836,Complete,Ehh_25,2023-08-21,PRJNA976530,SAMN35394416,GCA_030848345.1,SAMN35394416,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3084834v1,1,6,7,5368347,54.5,,4986.0,rectal swab,2019-11-06,Switzerland,Switzerland,Homo sapiens,,8.0,-1,GCF_001875655.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mobile-1;mobile-3;mobile-9;hormaechei-hormaechei
158836.975,Enterobacter hormaechei strain Eho-1,158836,Complete,Eho-1,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747507,GCA_015910385.1,"CP047765,CP047766,CP047767,CP047768,CP047769,CP047770,CP047771,CP047772",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,7,8,4824119,55.141365,4727,4548,Rectal,2012-09-01,Canada,Canada:Ontario,,collected_by:Public Health Ontario,7.0,92,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-4;hormaechei-xiangfangensis-3
GCA_050161365.1,Enterobacter hormaechei A26361,158836,Complete,A26361,2025-05-06,PRJNA1136676,SAMN42539110,GCA_050161365.1,SAMN42539110,University Hospital Muenster,OK,PacBio Sequel,,ASM5016136v1,1,2,3,4719198,55.0,,4307.0,not collected,2022,Germany,Germany,Homo sapiens,,4.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,mobile-9;hormaechei-hoffmannii-3
1812935.80,Enterobacter roggenkampii strain ED5,1812935,Complete,ED5,2020-07-05T00:00:00Z,PRJNA640376,SAMN15329677,GCA_013389415.1,"CP058253,CP058254",Guangxi University,Complete,Oxford Nanopore PromethION,100.0x,Canu v. 1.9,1,1,2,4702851,56.04679,4372,4348,,2019-12-05,China,China:Nanning,"Sugarcane, Saccharum officinarum",sample_type:cell culture,17.0,-1,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;roggenkampii
